transaction_id,customer_id,timestamp,amount,merchant_category,location,is_simulated_fraud
6a5d49ec-32c2-4a5e-ba12-e1604afbbe3c,CUST00012,2026-06-28 19:20:27.379834,3892.78,Pharmacy,Port Louis,0
3ff64a29-d53d-4968-87c9-c2352dcc1517,CUST00187,2026-06-28 19:48:51.379834,948.27,Online Retail,Grand Baie,0
cc9a4e23-5ce7-4105-826b-c01d09055c5d,CUST00155,2026-06-28 19:53:47.379834,2258.8,Grocery,Beau Bassin,0
5df0d07c-6d3c-4c7c-8159-d6e9ce395880,CUST00150,2026-06-28 20:04:46.379834,1942.82,Pharmacy,Quatre Bornes,0
4a34044b-fcdf-45df-aee9-99f043bece69,CUST00075,2026-06-28 20:12:37.379834,189.67,Fuel Station,Rose Hill,0
ee5fe32b-9538-4dc1-a22d-3ec490cc73a4,CUST00026,2026-06-28 20:26:42.379834,1467.68,Online Retail,Vacoas,0
c16dcaa0-8dc3-4290-9432-da92ebd4b472,CUST00029,2026-06-28 20:31:02.379834,3914.62,Travel,Flacq,0
591b33e7-53e6-4841-8c49-93ebb411f174,CUST00191,2026-06-28 20:39:19.379834,1620.74,Utility Bill,Curepipe,0
cc71fc6a-9a61-41e3-be26-2a2d4a84a5ae,CUST00127,2026-06-28 21:02:12.379834,1749.85,ATM Withdrawal,Mahebourg,0
157af45b-71cc-448d-8800-46b858ab489c,CUST00060,2026-06-28 21:11:23.379834,416.72,Electronics,Rose Hill,0
4cc4e4d7-f932-4051-885e-a2bd1c83bbd6,CUST00024,2026-06-28 21:16:18.379834,1369.94,Online Retail,Grand Baie,0
1827cbee-9161-4111-9582-6190f0c3c088,CUST00119,2026-06-28 21:29:09.379834,411.07,Electronics,Tamarin,0
88d913ef-1b6f-408f-bce3-c739b6656941,CUST00166,2026-06-28 21:36:10.379834,3328.61,Utility Bill,Curepipe,0
42f663d5-3d46-4975-96df-b87464771bdb,CUST00073,2026-06-28 21:43:32.379834,3832.88,Entertainment,Quatre Bornes,0
ba1933a9-e80f-47ab-80ee-28e9f52904e9,CUST00131,2026-06-28 21:50:17.379834,655.96,ATM Withdrawal,Vacoas,0
b2113ce2-1009-419a-8f94-7164d5ba8a67,CUST00151,2026-06-28 22:03:57.379834,6312.27,Electronics,Mahebourg,0
e338b736-4db2-4ed2-bb4e-5ca6c960d495,CUST00000,2026-06-28 22:25:25.379834,1395.54,Grocery,Curepipe,0
fd453a82-83f0-4975-af76-e3c302344a72,CUST00006,2026-06-28 22:27:48.379834,911.21,ATM Withdrawal,Curepipe,0
62dcb8e7-f309-446a-a002-b91ad46774a4,CUST00009,2026-06-28 22:42:03.379834,229.53,Fuel Station,Tamarin,0
e5eebd0e-6b43-4164-968d-a5be448b2b61,CUST00150,2026-06-28 22:51:41.379834,4433.94,Utility Bill,Quatre Bornes,0
d2989263-2fba-44c0-8d12-641009ff8648,CUST00074,2026-06-28 23:18:51.379834,3594.91,Entertainment,Mahebourg,0
700dc097-6c9c-48d2-8399-e306d11aaf40,CUST00069,2026-06-28 23:26:07.379834,7209.41,Pharmacy,Rose Hill,0
9c44fbd5-3c47-4665-9eff-842d033720e7,CUST00052,2026-06-28 23:33:59.379834,2461.52,Electronics,Beau Bassin,0
07d7763a-8b71-41b6-a356-95075c6309e5,CUST00027,2026-06-28 23:40:56.379834,1141.74,Entertainment,Port Louis,0
cb9a19aa-a002-433d-8a16-75670ea80088,CUST00033,2026-06-28 23:41:52.379834,1358.37,Restaurant,Rose Hill,0
5ce8b846-bd60-41fc-835f-4ce4f9ac700b,CUST00047,2026-06-29 00:01:54.379834,1301.19,Travel,Flacq,0
fe30de2e-0199-4bcb-8c9b-358609dabbbb,CUST00112,2026-06-29 00:13:57.379834,1319.72,Online Retail,Grand Baie,0
9458e10a-7809-4be5-a597-9191035ea07b,CUST00167,2026-06-29 00:25:09.379834,459.04,Utility Bill,Grand Baie,0
806b511c-7233-4dad-9082-3037775e6311,CUST00001,2026-06-29 00:29:07.379834,1625.82,Entertainment,Port Louis,0
23261758-ae23-45a4-a249-6e361f88e3f2,CUST00116,2026-06-29 00:33:11.379834,994.91,Electronics,Quatre Bornes,0
1ec429e0-da0f-42e6-bd56-35b3304988f3,CUST00177,2026-06-29 00:35:03.379834,769.95,Fuel Station,Tamarin,0
e12eecf3-65f0-436d-9b55-e1d836782509,CUST00195,2026-06-29 00:53:12.379834,1438.03,Fuel Station,Mahebourg,0
cb8f4189-a5f6-41b9-909e-96f484995247,CUST00107,2026-06-29 00:53:58.379834,3155.28,Entertainment,Flacq,0
c74f58ca-205a-4e4e-87c1-dc8827c9e16d,CUST00156,2026-06-29 00:54:04.379834,2620.0,Electronics,Grand Baie,0
055c0318-572e-4a68-99ac-88789c8a0c39,CUST00146,2026-06-29 00:58:06.379834,2614.49,Online Retail,Tamarin,0
7b8d9a32-a768-4ed8-828b-98774f799b92,CUST00036,2026-06-29 01:25:47.379834,503.14,Grocery,Curepipe,0
6b72a182-897a-4284-a011-6dfae3c887cf,CUST00063,2026-06-29 01:39:57.379834,2161.81,Restaurant,Jakarta,1
476e2ff3-bbed-4f89-96ac-cbae006a4eec,CUST00013,2026-06-29 01:40:35.379834,1030.61,Fuel Station,Curepipe,0
129c053f-579d-40f8-bfe4-4f706d37247e,CUST00121,2026-06-29 01:49:22.379834,2004.06,Online Retail,Flacq,0
67b02306-df76-44cf-be53-4a2ee7f647c9,CUST00081,2026-06-29 01:51:59.379834,5718.23,Online Retail,Rose Hill,0
26ac2845-be5b-4889-bd2c-e45216cb990b,CUST00158,2026-06-29 02:02:09.379834,3232.46,Restaurant,Curepipe,0
129ffe90-708e-4fb8-a6a2-893cda797f52,CUST00168,2026-06-29 02:06:06.379834,1163.68,Grocery,Curepipe,0
21bc9b32-ab08-4275-8252-61df6ee5870f,CUST00041,2026-06-29 02:11:08.379834,3723.53,Restaurant,Tamarin,0
0123583a-f0dc-4e3e-9be3-f36d02dd6eb6,CUST00029,2026-06-29 02:11:28.379834,3523.77,Travel,Flacq,0
1580918d-4fe9-4f02-a798-5f7479ea9f68,CUST00018,2026-06-29 02:17:41.379834,918.47,Restaurant,Port Louis,0
d6dab168-7301-4853-8973-4f541a76825f,CUST00164,2026-06-29 02:18:18.379834,2097.48,Travel,Tamarin,0
f965e3c3-2ae5-478f-b4ab-a28c40eaa0c9,CUST00194,2026-06-29 02:33:03.379834,3711.26,Electronics,Tamarin,0
8017b535-fd89-453c-992e-b9ddedd70c93,CUST00154,2026-06-29 03:02:59.379834,568.98,Travel,Tamarin,0
ae63a537-6e3d-4a51-a66d-7f3b71f4913d,CUST00022,2026-06-29 03:23:00.379834,371.73,Travel,Flacq,0
3f0977f5-c63a-4ecc-8896-72aed4521120,CUST00061,2026-06-29 03:30:15.379834,573.04,Fuel Station,Curepipe,0
c2bf9b2f-afd5-4813-a7ac-9393bc2c401c,CUST00142,2026-06-29 03:32:08.379834,1818.36,Online Retail,Mahebourg,0
aedb624b-1abd-4fe3-927c-a0e0137e7a7c,CUST00134,2026-06-29 03:35:21.379834,180.77,Travel,Vacoas,0
d59c1bf3-8b70-4ff2-a36e-d73a66094afc,CUST00037,2026-06-29 04:05:13.379834,888.56,Online Retail,Flacq,0
a976e5b8-e830-4100-b82b-b8b5370198fb,CUST00146,2026-06-29 04:15:00.379834,1255.14,Restaurant,Tamarin,0
3a1592c0-9929-4db9-9ab5-cf12dcf6ce76,CUST00123,2026-06-29 04:35:35.379834,408.51,Restaurant,Tamarin,0
ee7c6de6-7f26-4b8a-b84e-ffccea64acf3,CUST00009,2026-06-29 04:47:49.379834,205.74,Fuel Station,Tamarin,0
cc14e8bd-cc8e-45a5-8d20-8633c2252bf8,CUST00098,2026-06-29 04:50:50.379834,610.66,Online Retail,Vacoas,0
64e8d19c-d488-4988-bfa4-cd76534bb782,CUST00165,2026-06-29 04:57:42.379834,399.34,ATM Withdrawal,Curepipe,0
e588bb7d-8d8b-43c9-a61b-2402e1a00118,CUST00056,2026-06-29 04:59:06.379834,390.91,ATM Withdrawal,Port Louis,0
9f384fbb-dff5-421d-8965-54c91b674050,CUST00190,2026-06-29 05:20:35.379834,3647.98,Entertainment,Rose Hill,0
4b1f4d65-8eef-49ec-98cf-5e21a7433871,CUST00077,2026-06-29 05:23:59.379834,475.26,Electronics,Grand Baie,0
d388cf0f-ad5e-4d40-99cc-b58842e9dd10,CUST00132,2026-06-29 05:24:13.379834,1496.98,Online Retail,Beau Bassin,0
e559e727-17ca-4610-ad05-d3d68c8b2595,CUST00161,2026-06-29 05:25:35.379834,315.03,Pharmacy,Rose Hill,0
918dd9f6-c2b5-440d-84f0-7dfbe5b1d817,CUST00080,2026-06-29 05:29:58.379834,755.52,ATM Withdrawal,Mahebourg,0
d33a49e7-a69a-4fcf-b1a7-74fbce4409e9,CUST00156,2026-06-29 05:45:59.379834,2890.49,ATM Withdrawal,Grand Baie,0
7efac746-8ee0-446f-afa7-100ccaf30c9a,CUST00143,2026-06-29 05:46:53.379834,619.46,Restaurant,Curepipe,0
2eec15c7-d87b-4b48-af03-5054776c60a8,CUST00131,2026-06-29 06:07:53.379834,683.22,Online Retail,Vacoas,0
261d553c-2134-4cfb-a0be-6e202864676f,CUST00013,2026-06-29 07:01:34.379834,972.79,Utility Bill,Curepipe,0
d10f14b2-7e07-4096-8b89-78c5d61f7bd2,CUST00185,2026-06-29 07:05:46.379834,1420.22,Online Retail,Grand Baie,0
89153853-aeb9-4495-b89e-b3cec7658e27,CUST00186,2026-06-29 07:19:07.379834,1314.51,Pharmacy,Mahebourg,0
1641327e-aa67-4dbd-a187-89b27c8d12c2,CUST00133,2026-06-29 07:25:36.379834,5975.13,Utility Bill,Curepipe,0
87f3d8ba-ac1d-4a07-8b5d-70ac49d8e710,CUST00072,2026-06-29 07:26:06.379834,3367.1,Utility Bill,Tamarin,0
5911b59c-2aa8-4940-9edf-ae7ff95e8b4e,CUST00184,2026-06-29 07:30:35.379834,1240.05,Pharmacy,Beau Bassin,0
9d4cdf97-db0b-49d1-9921-703efb794ff1,CUST00190,2026-06-29 07:34:24.379834,2712.16,Electronics,Rose Hill,0
86e7c2bf-c829-4a3a-abdb-df3818d221d9,CUST00061,2026-06-29 07:55:26.379834,777.96,ATM Withdrawal,Curepipe,0
8362433d-ae0c-474f-8c85-c587ca14174b,CUST00079,2026-06-29 08:10:53.379834,2266.5,Travel,Vacoas,0
4e59b873-97cc-45ef-b2ab-00235cfc7431,CUST00009,2026-06-29 08:20:21.379834,157.7,Utility Bill,Tamarin,0
677562cb-3a58-4797-b324-eda7f158af38,CUST00053,2026-06-29 08:53:27.379834,1110.02,Fuel Station,Tamarin,0
a3ee33fb-566a-4f13-94a5-e8d8a81b1a71,CUST00146,2026-06-29 08:54:25.379834,3135.72,Restaurant,Tamarin,0
31dd4411-4671-4144-8afa-ca3e3a61ce1c,CUST00067,2026-06-29 08:55:44.379834,159.1,Electronics,Beau Bassin,0
508670f5-d64a-4b39-a6cd-c38d166ea357,CUST00145,2026-06-29 09:21:16.379834,1739.6,Grocery,Mahebourg,0
3c38510c-b1f8-4949-b345-462c550bac44,CUST00113,2026-06-29 09:31:15.379834,1800.51,Restaurant,Curepipe,0
c1a0b990-86dd-4cfa-b8bc-970793e81a54,CUST00133,2026-06-29 09:32:00.379834,6538.49,Fuel Station,Curepipe,0
f39db7a1-32cc-4b7f-bbd5-bfa7da5f9b6f,CUST00048,2026-06-29 09:35:08.379834,925.8,Travel,Curepipe,0
cfa8d736-97a3-4fcf-8f45-885c4f6b29d2,CUST00109,2026-06-29 09:42:43.379834,464.07,ATM Withdrawal,Rose Hill,0
cdcfb717-f1cd-4cee-8dd2-743740331f5b,CUST00043,2026-06-29 09:55:24.379834,1091.92,Online Retail,Port Louis,0
c83dc270-5182-4b7e-aa3f-0c59ee6ceee2,CUST00163,2026-06-29 09:56:57.379834,1692.44,Utility Bill,Rose Hill,0
658e1b64-a165-4a18-8002-3f94b02d8150,CUST00090,2026-06-29 10:10:27.379834,1988.59,Pharmacy,Rose Hill,0
efd0188e-c176-47c5-99d4-a3b3844da0ee,CUST00171,2026-06-29 10:30:47.379834,847.8,Pharmacy,Quatre Bornes,0
ae80353c-7eb5-4158-8236-927c0f0bb8e8,CUST00037,2026-06-29 11:35:17.379834,754.92,Entertainment,Flacq,0
8c1bc4ee-2401-4b57-badd-e497fe8e671c,CUST00098,2026-06-29 11:43:42.379834,527.02,Electronics,Vacoas,0
daf33fd3-a475-4d2f-a105-a7f2e88cfaec,CUST00175,2026-06-29 11:53:58.379834,1162.4,Grocery,Vacoas,0
dc417e0b-4e90-4bc9-810b-351002cee979,CUST00000,2026-06-29 12:04:27.379834,1330.51,Entertainment,Curepipe,0
3c0541c2-460e-4cbb-ad40-0f95b0c61f4e,CUST00182,2026-06-29 12:08:58.379834,1937.53,Utility Bill,Vacoas,0
26ec4720-1d7b-4209-a258-39e3512953cf,CUST00098,2026-06-29 12:15:57.379834,688.55,Utility Bill,Vacoas,0
52609f5d-6587-4ad7-8468-3fb097f522fa,CUST00017,2026-06-29 12:42:00.379834,1474.24,Pharmacy,Tamarin,0
04e7a748-c3b0-44ef-a1ec-e960844b348c,CUST00108,2026-06-29 12:43:11.379834,2217.59,Online Retail,Beau Bassin,0
72f660cf-1348-4f9c-95d7-61130595e1f1,CUST00142,2026-06-29 12:43:22.379834,2504.52,Online Retail,Mahebourg,0
cc93e617-5412-498e-81fe-51383c4b80ab,CUST00079,2026-06-29 12:46:15.379834,1037.73,Electronics,Vacoas,0
1b1cbf0b-f7df-4ba9-8584-89a8c3abc476,CUST00096,2026-06-29 13:07:53.379834,5354.71,Online Retail,Grand Baie,0
216a62f6-1681-494d-9ad7-5e583f3002c1,CUST00066,2026-06-29 13:14:09.379834,102.11,Travel,Quatre Bornes,0
e30d89a5-a002-44b6-a65e-954bb9e56a32,CUST00149,2026-06-29 13:18:27.379834,390.4,Fuel Station,Beau Bassin,0
69d4d393-2161-4402-b93a-1d9c227fb291,CUST00115,2026-06-29 14:01:35.379834,887.46,Grocery,Curepipe,0
628536c4-3ddc-42a5-b481-284674c11a8f,CUST00092,2026-06-29 14:08:08.379834,1283.05,ATM Withdrawal,Beau Bassin,0
7296f5f1-b8b2-48fa-b3de-c7eef3f8b62b,CUST00137,2026-06-29 14:13:16.379834,904.48,Grocery,Grand Baie,0
3450a543-9927-4e98-85b1-4bf483570d15,CUST00137,2026-06-29 14:14:37.379834,356.68,Pharmacy,Grand Baie,0
afd555ae-7d8f-4500-a9df-962dfa9c3671,CUST00088,2026-06-29 14:23:18.379834,2677.56,Grocery,Vacoas,0
613582f5-335b-4904-a4d0-0bc5aa161cfd,CUST00093,2026-06-29 14:25:06.379834,1208.06,Utility Bill,Rose Hill,0
a832da5d-a374-4d14-ac96-a49340c4caaf,CUST00110,2026-06-29 14:35:55.379834,432.48,Utility Bill,Quatre Bornes,0
39d9926d-0b4d-4ae4-9dd7-b927ad62ad90,CUST00084,2026-06-29 14:55:26.379834,1982.98,Fuel Station,Rose Hill,0
2c4ec3a7-0df6-4f25-9e3e-8c1518e3ef8f,CUST00042,2026-06-29 15:29:07.379834,2330.26,Restaurant,Vacoas,0
0e8c1745-b6d7-4a74-931f-909d82d7a91f,CUST00116,2026-06-29 15:34:44.379834,540.73,Entertainment,Quatre Bornes,0
96c13bff-64f6-4b25-a72e-00c33aae9086,CUST00195,2026-06-29 15:54:32.379834,1389.43,Grocery,Mahebourg,0
2c85fd32-1e61-45fa-963c-f8bb01b5a402,CUST00115,2026-06-29 16:03:16.379834,1055.61,Online Retail,Curepipe,0
3683f723-a0e1-403f-855d-c97b473d1e6d,CUST00009,2026-06-29 16:03:42.379834,164.07,Grocery,Tamarin,0
1c0ea590-323b-4a1c-9b0e-88453861c110,CUST00092,2026-06-29 16:03:57.379834,667.5,Restaurant,Beau Bassin,0
3a14882c-bff3-48f5-8afe-fe7d2303c243,CUST00143,2026-06-29 16:18:35.379834,522.52,Online Retail,Curepipe,0
e25686cd-bdfb-4b9f-a023-dcaf7820b9a3,CUST00008,2026-06-29 16:26:39.379834,1765.65,Electronics,Curepipe,0
072cc96b-20b9-4e0e-8ef2-7051bae893ee,CUST00024,2026-06-29 16:33:22.379834,3248.34,Restaurant,Grand Baie,0
ba5bd24c-58e9-4cbc-9dd4-f2c2ee581e19,CUST00081,2026-06-29 16:35:14.379834,4371.03,ATM Withdrawal,Rose Hill,0
14476bee-0f31-45f0-8c4d-8fe24c52821b,CUST00150,2026-06-29 16:42:01.379834,2530.5,Fuel Station,Quatre Bornes,0
8921b9d1-704a-446e-b739-7ecdde69fa7c,CUST00039,2026-06-29 16:55:59.379834,1477.4,Utility Bill,Beau Bassin,0
96d8b753-5f1d-4604-b4b7-bdb505ad00b3,CUST00042,2026-06-29 17:10:38.379834,1707.94,Fuel Station,Vacoas,0
70453a1c-9195-406b-9230-02d45128c929,CUST00139,2026-06-29 17:17:48.379834,1096.15,Electronics,Vacoas,0
7bdd503a-3a1d-4cfb-b9a5-783c0e5ecf21,CUST00022,2026-06-29 17:20:21.379834,341.61,Utility Bill,Flacq,0
075a5278-91ca-442f-8e5f-ec74c4772896,CUST00192,2026-06-29 17:31:45.379834,1283.3,Utility Bill,Beau Bassin,0
beb002fb-1165-4511-b50f-0b4e7396e72d,CUST00131,2026-06-29 17:47:16.379834,682.55,Pharmacy,Vacoas,0
eceaff73-ca47-433b-9148-a2b51756bd35,CUST00122,2026-06-29 17:56:26.379834,1357.89,Restaurant,Flacq,0
00ebfc51-62b4-49aa-92c3-425bbd3bc957,CUST00164,2026-06-29 18:06:07.379834,1149.45,Entertainment,Tamarin,0
3d412ba7-c46c-4d83-aaca-53ea58a1581c,CUST00157,2026-06-29 18:07:46.379834,529.6,Utility Bill,Port Louis,0
902e5f76-5d08-4067-9ab7-85f6990e5675,CUST00039,2026-06-29 18:18:50.379834,1541.1,Grocery,Beau Bassin,0
d54c093a-ea21-4918-ad47-cd6fad2f1b36,CUST00063,2026-06-29 18:37:50.379834,1533.48,Fuel Station,Vacoas,0
91d7d3c9-8a4d-42c3-88ed-261e65ebc4d0,CUST00147,2026-06-29 18:38:19.379834,781.5,Entertainment,Rose Hill,0
7b224fbe-c5cd-445c-9c81-c5ad9d992b18,CUST00042,2026-06-29 19:00:54.379834,2122.7,Entertainment,Vacoas,0
74af9f31-72c4-44da-b9d6-6c2bd1fc05de,CUST00157,2026-06-29 19:54:53.379834,851.59,ATM Withdrawal,Port Louis,0
dfd41def-bfa5-4a48-a75f-678c89ca048b,CUST00110,2026-06-29 20:03:56.379834,185.77,ATM Withdrawal,Quatre Bornes,0
f3ad94d8-132d-4c9c-b94a-305eff48fe9c,CUST00037,2026-06-29 20:04:37.379834,658.2,Travel,Flacq,0
4617dbbc-63c5-468d-a411-5a3669f7037b,CUST00163,2026-06-29 20:10:53.379834,1838.47,Entertainment,Rose Hill,0
2af1a4fe-7e96-4d97-bf56-018dfbfcd5a5,CUST00025,2026-06-29 20:28:12.379834,1764.84,ATM Withdrawal,Tamarin,0
b45fedd6-67fd-4ae8-b5d1-e204e545e5f7,CUST00166,2026-06-29 20:34:39.379834,3743.65,Entertainment,Curepipe,0
a0f353b5-fc6f-40c1-b86f-db908c1868ff,CUST00086,2026-06-29 20:35:10.379834,351.8,Fuel Station,Beau Bassin,0
7894d72c-0813-4a26-b154-54e89cce784b,CUST00164,2026-06-29 20:56:36.379834,1937.91,Online Retail,Tamarin,0
ed7f37d1-bc82-4811-9bec-5e9f93105476,CUST00043,2026-06-29 20:56:44.379834,641.25,Entertainment,Port Louis,0
eb0b9bba-e66a-416f-8fb2-6c2464a7a2be,CUST00088,2026-06-29 21:03:42.379834,1816.02,Restaurant,Vacoas,0
9ebb8dbe-044a-4b4c-a66b-c9c56c085a95,CUST00017,2026-06-29 21:09:38.379834,947.4,Electronics,Tamarin,0
394b905e-6d45-4be7-a017-1196a0ef848b,CUST00176,2026-06-29 21:13:01.379834,684.96,Restaurant,Mahebourg,0
d9a54aea-8827-4bb5-8ba2-7586551d873f,CUST00134,2026-06-29 21:17:07.379834,50.0,Travel,Vacoas,0
99c6149f-e0c7-4aea-9b0d-90e3387f2964,CUST00050,2026-06-29 21:23:29.379834,926.0,Utility Bill,Vacoas,0
bb83073b-5214-44b9-b42f-45d91e897a03,CUST00112,2026-06-29 21:24:59.379834,1264.4,Utility Bill,Grand Baie,0
4ccf9903-3f2f-42f3-ad78-15d88db79982,CUST00166,2026-06-29 21:36:49.379834,4511.36,Entertainment,Curepipe,0
5239a3e7-f7fd-4c6c-92b4-c11bf4112394,CUST00167,2026-06-29 21:44:35.379834,341.48,ATM Withdrawal,Grand Baie,0
0c170ddd-3988-429b-be11-ea84bad09022,CUST00101,2026-06-29 22:04:19.379834,2383.06,Entertainment,Mahebourg,0
9c3c92ba-90ca-453b-b6e8-2808b2dda414,CUST00157,2026-06-29 22:11:25.379834,604.05,Restaurant,Port Louis,0
7c2bd7c9-e82c-496d-acc4-042e6f629e59,CUST00026,2026-06-29 22:16:04.379834,323.88,Fuel Station,Vacoas,0
68258aa8-fdd8-44c2-960d-3e4dc72394ad,CUST00044,2026-06-29 22:16:42.379834,1243.05,Online Retail,Grand Baie,0
f0295888-3bf8-47b8-831f-ccff2d840f8e,CUST00122,2026-06-29 22:17:41.379834,1829.71,Restaurant,Flacq,0
a4d6da74-cc4d-471b-af30-203d2efe67a1,CUST00064,2026-06-29 22:17:48.379834,1569.33,Grocery,Grand Baie,0
cc361fcf-2176-45c3-a3df-75fe76d973c6,CUST00037,2026-06-29 22:21:59.379834,1273.44,Utility Bill,Flacq,0
871b5882-3ee5-4280-8a96-d23d7588efb5,CUST00107,2026-06-29 22:23:07.379834,2655.16,Travel,Flacq,0
835df322-5937-4235-a047-1347c18a3938,CUST00070,2026-06-29 22:40:57.379834,1154.41,Grocery,Vacoas,0
5a01b9cf-07ce-4758-bbc4-0886b2219b63,CUST00048,2026-06-29 22:49:49.379834,1034.81,Online Retail,Curepipe,0
c54a1b0f-2b07-45fe-9efa-1d7cbc994dab,CUST00013,2026-06-29 22:53:30.379834,808.78,Travel,Curepipe,0
3e540169-e9b3-4315-bd3b-475682ed553b,CUST00155,2026-06-29 22:53:30.379834,2047.68,Grocery,Beau Bassin,0
c7c719fe-6618-4728-8c95-d5c34bb1c7c7,CUST00157,2026-06-29 23:00:28.379834,485.1,ATM Withdrawal,Port Louis,0
c9f6f88e-c937-4a1a-a3d0-9bfe9d3e108e,CUST00076,2026-06-29 23:18:12.379834,376.41,Fuel Station,Quatre Bornes,0
a53efbe4-1002-4b88-a664-c3876e7780a9,CUST00000,2026-06-29 23:34:59.379834,1285.97,Grocery,Curepipe,0
c8f211dd-6dc6-447e-9972-015e69b990d2,CUST00015,2026-06-29 23:52:00.379834,790.59,Utility Bill,Rose Hill,0
dd8b0cf7-0e65-4bd1-b012-569ba6703753,CUST00070,2026-06-29 23:53:19.379834,914.97,Utility Bill,Vacoas,0
072faa17-a84c-4c56-a1ff-85102569a967,CUST00160,2026-06-30 00:05:00.379834,4560.35,Electronics,Vacoas,0
7d0279a2-ca5a-4557-9112-30910c66331e,CUST00025,2026-06-30 00:09:49.379834,1367.91,Electronics,Tamarin,0
3a4f86e1-df17-4d3b-96e5-ade1c0063b7a,CUST00066,2026-06-30 00:18:49.379834,245.93,Grocery,Quatre Bornes,0
e70fd927-92c7-4426-8064-2aad54a1ce67,CUST00051,2026-06-30 00:27:49.379834,699.85,Travel,Tamarin,0
82a09566-c159-43b9-b525-2500a30ba2b1,CUST00187,2026-06-30 00:40:01.379834,843.27,Electronics,Grand Baie,0
9efdacd5-20a8-415e-8ae3-6c0e7a8cc4dd,CUST00126,2026-06-30 00:48:17.379834,1371.71,Travel,Vacoas,0
67aa65aa-abeb-4b48-8a7f-17387653be93,CUST00119,2026-06-30 00:57:00.379834,315.6,Restaurant,Tamarin,0
2745863a-bb16-4a51-8eb1-51cdd165baab,CUST00169,2026-06-30 01:04:18.379834,19511.09,Utility Bill,Mahebourg,1
64dd7243-a068-400f-af7a-7bb9e41eaf8f,CUST00084,2026-06-30 01:06:54.379834,2728.38,Electronics,Rose Hill,0
48cb5597-4403-4bab-9137-f640a4ec4d20,CUST00005,2026-06-30 01:10:00.379834,2507.03,Online Retail,Quatre Bornes,0
5c6e80d1-cb89-4625-a6e6-e63e074074b2,CUST00134,2026-06-30 01:13:42.379834,113.04,Utility Bill,Vacoas,0
